Date,HFI,CA,EM,EMN,ED,EDD,EDM,EDRA,FIA,GM,LE,MF,M,SP500,spread_mat,Mom,default_spread
2017-10-31,0.0128,0.0041,0.0181,-0.0059,0.0024,0.0053,0.0011,0.0002,0.0082,0.0079,0.0205,0.0499,0.0061,0.0221898283002104,0.01722272727272727,4.27,0.07858181818181817
2017-11-30,0.001,-0.0053,0.0048,-0.0044,-0.0027,-0.0038,-0.002,-0.0051,0.0048,0.0008,0.0036,-0.0009,0.0012,0.028081044037431,0.015638095238095236,-0.87,0.07724285714285714
2017-12-31,0.0091,0.0099,0.0108,0.024,0.0154,0.0152,0.0161,0.0059,0.0091,0.0099,0.0083,0.0164,-0.0048,0.00983184507423562,0.015049999999999997,-1.54,0.07077272727272725
2018-01-31,0.0271,0.0182,0.0357,0.0206,0.0161,0.0138,0.0173,0.011,0.0087,0.0313,0.0311,0.0466,0.0289,0.056178494549969,0.015334999999999998,4.05,0.07278
2018-02-28,-0.0212,-0.0093,-0.0135,-0.0163,-0.0131,-0.0058,-0.016,-0.0132,0.0039,-0.0199,-0.0193,-0.075,-0.0215,-0.0389471675046767,0.013509090909090908,3.58,0.07201818181818181
2018-03-31,-0.0006,-0.0003,-0.0095,0.0033,-0.0053,-0.0043,-0.0057,-0.0035,0.0048,-0.005,-0.0012,-0.0027,0.0098,-0.026886184436863098,0.013442857142857142,-1.13,0.06704285714285713
2018-04-30,0.0005,0.0018,-0.0065,0.0055,0.004,0.0005,0.0057,-0.0039,0.0036,0.0012,0.0027,-0.006,-0.003,0.00272008288407477,0.014404347826086954,0.36,0.06328260869565216
2018-05-31,0.0028,-0.0056,0.0017,-0.0107,0.0052,-0.0017,0.008,0.0028,-0.0079,0.0154,0.0038,-0.011,0.0036,0.021610392796587597,0.013818181818181813,3.89,0.06129545454545454
2018-06-30,-0.0023,-0.0038,-0.0387,-0.0011,0.0065,0.0063,0.0064,0.0092,0.0017,-0.0038,-0.0099,0.0143,0.0008,0.00484191610834816,0.013413636363636364,-2.35,0.06462272727272726
2018-07-31,0.0036,0.0041,0.0015,0.0,0.0062,0.0091,0.0056,-0.0037,0.0042,0.0019,0.0143,-0.0113,-0.0034,0.0360197623059455,0.013330434782608702,-1.41,0.06292173913043476
2018-08-31,0.0012,-0.0036,-0.0291,0.0014,0.0017,0.0003,0.002,0.0071,0.003,-0.0073,0.0005,0.025,0.007,0.0302628945799421,0.013276190476190476,5.29,0.06088571428571429
2018-09-30,0.001,0.0087,-0.0136,-0.0037,0.0023,-0.0015,0.0038,0.0048,0.0021,0.0035,0.0006,-0.0071,0.0061,0.00429446387458143,0.01383913043478261,0.04,0.06373478260869564
2018-10-31,-0.0257,-0.0138,-0.0255,-0.0209,-0.0272,-0.0091,-0.0355,-0.0149,-0.0024,-0.0138,-0.0448,-0.0348,-0.019,-0.0694012521964936,0.013922727272727274,-1.99,0.0772090909090909
2018-11-30,-0.0059,-0.0012,0.0059,-0.043,-0.0041,-0.0033,-0.005,0.006,-0.0058,-0.0066,0.0017,-0.0099,-0.0133,0.0178592968842066,0.013400000000000002,-1.37,0.09168499999999999
2018-12-31,-0.0119,-0.0174,-0.013,0.0154,-0.0314,-0.0198,-0.0382,0.0005,-0.0048,0.003,-0.0246,0.008,-0.0055,-0.09177937709315889,0.01410454545454546,2.11,0.0892590909090909
2019-01-31,0.0177,0.0287,0.0373,0.0141,0.0252,0.0121,0.0315,0.0143,0.0109,0.0106,0.0353,-0.0184,0.0097,0.0786858482807935,0.013789999999999997,-8.68,0.0844
2019-02-28,0.0108,0.0059,0.0385,0.0022,0.0162,0.01,0.0197,0.0024,0.0075,0.0001,0.0145,0.0055,0.008,0.029729211783817,0.01345,0.86,0.08440454545454545
2019-03-31,0.0109,0.003,0.0045,0.009,0.0075,-0.0007,0.0113,0.0023,0.0034,0.0153,0.003,0.0457,0.0122,0.0179237263211957,0.012871428571428572,2.21,0.07939523809523809
2019-04-30,0.0136,0.0111,0.0021,-0.024,0.0189,0.0216,0.0186,0.0048,0.0035,0.014,0.0184,0.0268,0.0104,0.0393138139866811,0.012460869565217393,-2.97,0.07930434782608695
2019-05-31,-0.01,-0.0035,-0.0237,0.0169,-0.0112,-0.0158,-0.0097,-0.0039,0.0019,-0.0087,-0.0236,-0.0061,-0.0004,-0.065777027995352,0.012528571428571434,7.56,0.08615714285714285
2019-06-30,0.02,0.0049,0.0365,0.005,0.0162,0.0096,0.0197,0.0061,0.0067,0.0401,0.0182,0.0262,0.0109,0.0689292938332364,0.01169130434782609,-2.3,0.09091739130434782
2019-07-31,0.0072,-0.0023,0.0172,-0.0021,-0.002,-0.0147,0.0031,-0.0007,0.0013,0.0096,0.0073,0.0353,0.0028,0.013127586423792501,0.01096956521739131,2.89,0.09689565217391304
2019-08-31,-0.0014,-0.0029,-0.0498,-0.0046,-0.0124,-0.0164,-0.0115,-0.003,-0.004,0.0033,-0.005,0.042,0.0071,-0.0180919032406308,0.011338095238095234,6.92,0.09367142857142856
2019-09-30,-0.0032,0.0012,-0.0079,-0.0107,-0.0005,-0.0039,0.0004,0.006,0.0055,0.0082,-0.0012,-0.0404,-0.0031,0.0171808858783675,0.012873913043478256,-6.81,0.09863478260869563
2019-10-31,0.0034,0.0013,0.033,0.0013,-0.0018,0.0029,-0.0045,0.0085,0.0064,-0.0057,0.0136,-0.03,0.0062,0.0204341727074846,0.012980952380952381,0.15,0.10195714285714284
2019-11-30,0.0047,0.0104,0.0004,-0.0057,0.0059,-0.002,0.0097,0.0005,0.005,-0.0018,0.0131,0.0021,0.0008,0.0340457608872843,0.012466666666666671,-2.66,0.09672380952380952
2019-12-31,0.0161,0.0214,0.0427,0.0151,0.0181,0.0118,0.0214,0.0106,0.0114,0.0151,0.0231,0.0022,0.0057,0.0285902184801358,0.012377272727272726,-1.77,0.09095
2020-01-31,0.0016,0.0013,0.003,-0.0116,0.001,0.006,-0.0012,0.0023,0.0063,0.0,-0.0079,0.0125,0.0105,-0.00162983256304027,0.012104761904761903,5.98,0.09353809523809525
2020-02-29,-0.0199,0.0107,-0.0056,-0.0106,-0.0284,-0.0136,-0.0366,-0.0071,0.0017,-0.0204,-0.033,-0.0147,-0.0156,-0.0841082808078488,0.009759090909090912,-0.4,0.1401272727272727
2020-03-31,-0.0728,-0.0643,-0.1027,-0.0312,-0.1347,-0.1009,-0.1559,-0.0635,-0.0651,-0.0619,-0.0741,0.0027,-0.0598,-0.12512015470937998,0.013061904761904764,7.97,0.15805238095238094
2020-04-30,0.0243,0.0192,0.0404,0.0164,0.0434,0.0282,0.0512,0.0361,-0.0191,0.0287,0.0432,-0.0088,0.0158,0.126843974608468,0.015904545454545452,-5.23,0.15831363636363638
2020-05-31,0.0249,0.0181,0.0233,-0.0019,0.0285,0.0082,0.0392,0.0138,0.02,0.0217,0.0408,-0.0058,0.0209,0.0452799231062939,0.016359090909090906,0.43,0.12603636363636364
2020-06-30,0.0116,0.0201,0.0634,0.0189,0.0235,0.0192,0.0253,0.0236,0.0267,-0.0046,0.0111,-0.0145,0.0023,0.0183884239397724,0.016452173913043475,-0.73,0.12095652173913045
2020-07-31,0.0264,0.0372,0.044,0.0434,0.0174,-0.0024,0.0232,0.0232,0.018,0.0433,0.016,0.0283,0.03,0.0551045289429832,0.017204761904761907,7.61,0.10899523809523808
2020-08-31,0.0172,0.0138,0.0146,-0.0007,0.0321,0.0185,0.0387,0.0077,0.0119,0.0189,0.0267,-0.0154,0.0092,0.0700626385152238,0.017554545454545455,0.55,0.10335454545454545
2020-09-30,-0.0093,0.004,-0.0094,-0.0112,-0.002,-0.0069,-0.0015,0.0089,0.0059,-0.0163,-0.015,-0.0219,-0.0052,-0.0392278371582998,0.017726086956521742,3.12,0.09761739130434784
2020-10-31,-0.0047,0.0049,-0.0189,-0.0047,-0.0032,-0.0019,-0.004,0.0014,0.0078,-0.0108,-0.0063,-0.0015,-0.002,-0.027665753706912103,0.017714285714285714,-3.05,0.08666190476190477
2020-11-30,0.0299,0.0283,0.042,-0.0057,0.0675,0.069,0.0689,0.0478,0.0111,0.0253,0.04,0.0073,0.0102,0.107547016800892,0.017654545454545454,-12.43,0.07253636363636362
2020-12-31,0.0378,0.0083,0.0326,0.0178,0.0376,0.0232,0.0401,0.0605,0.0138,0.0448,0.0415,0.0527,0.0419,0.0371208298231231,0.01868095238095238,-2.32,0.06352380952380951
2021-01-31,-0.0022,0.0134,0.0386,-0.0008,0.014,0.0027,0.0142,0.0437,0.0134,0.0032,-0.028,-0.012,-0.0049,-0.0111363107774339,0.020409523809523808,4.5,0.05533809523809523
2021-02-28,0.0233,0.0212,0.0104,0.0145,0.0315,0.0355,0.0324,0.0132,0.0036,0.0091,0.0455,0.0312,0.0146,0.0260906644814498,0.023286956521739132,-7.89,0.054043478260869554
2021-03-31,0.0073,-0.0081,-0.0219,-0.0046,0.0164,0.0229,0.0199,-0.0359,0.0041,0.015,0.0074,0.0036,0.0111,0.0424392819644567,0.02303333333333333,-6.14,0.05170952380952381
2021-04-30,0.0259,0.0071,0.0308,0.0239,0.0192,0.0171,0.019,0.0261,0.0124,0.0355,0.031,0.0269,0.0223,0.0524259597500724,0.023580952380952383,1.16,0.05178571428571428
2021-05-31,0.011,0.0069,0.0073,0.0072,0.011,0.015,0.0104,0.0051,0.005,0.0264,0.0042,0.0176,0.0099,0.00548545583153159,0.02197727272727273,0.88,0.04924545454545456
2021-06-30,-0.0067,0.0014,0.012,-0.0104,0.0057,0.0071,0.0059,0.0003,-0.0007,-0.0277,-0.0065,-0.0056,-0.0089,0.0222130425006987,0.02007826086956522,2.2,0.04952608695652175
2021-07-31,0.0029,-0.0087,-0.0447,0.0154,-0.0053,-0.0087,-0.0042,-0.0054,0.0056,0.001,0.0144,0.0086,0.0105,0.022749835231048898,0.019931818181818182,-2.28,0.05482272727272727
2021-08-31,0.0092,0.0081,0.0186,-0.0005,0.0234,0.0053,0.0307,0.01,0.0026,0.0086,0.0088,0.0004,0.0031,0.028989418612475202,0.020218181818181816,2.45,0.054299999999999994
2021-09-30,-0.0002,0.0034,-0.0024,-0.0035,0.0061,0.0115,0.0068,-0.0131,-0.0001,0.0158,-0.0154,0.0094,-0.0001,-0.0475694417683175,0.020481818181818177,1.49,0.055863636363636365
2021-10-31,0.0128,0.0136,0.0164,0.0048,0.017,0.0113,0.0197,0.0089,-0.0031,0.0036,0.022,0.0387,0.0035,0.0691434052295609,0.018809090909090907,3.19,0.058018181818181816
2021-11-30,-0.0221,-0.0022,-0.0119,-0.0047,-0.0184,-0.0083,-0.0237,0.0011,-0.0046,-0.0311,-0.0298,-0.0395,-0.0141,-0.00833268527201702,0.01668181818181818,0.88,0.05926363636363638
2021-12-31,0.0192,0.0058,0.0007,0.0192,0.0026,0.0076,0.0015,0.0001,0.0131,0.0349,0.0299,0.0021,0.0213,0.0436131844231595,0.01734761904761905,-2.6,0.05982857142857142
2022-01-31,-0.0066,-0.0095,-0.0193,-0.0082,-0.0203,-0.0098,-0.0251,-0.0088,-0.0006,0.0344,-0.0243,0.0143,-0.012,-0.0525861879944518,0.015469999999999998,-2.6,0.064625
2022-02-28,0.0037,-0.0035,-0.0271,0.0051,-0.0042,0.0033,-0.0072,-0.0004,-0.0059,0.0326,-0.0144,0.021,0.0203,-0.0313601899557314,0.011421739130434781,1.76,0.06940434782608695
2022-03-31,0.0243,-0.0118,-0.0275,0.0024,0.0025,0.004,0.0023,0.0031,-0.0031,0.0879,0.0051,0.0849,0.0228,0.035774229488720596,0.012828571428571432,3.01,0.07022380952380951
2022-04-30,0.0039,0.0048,-0.0117,-0.0091,-0.008,0.0014,-0.0095,-0.0125,-0.0054,0.0306,-0.0184,0.0443,0.0127,-0.0879582063658659,0.013972727272727269,4.87,0.09019090909090913
2022-05-31,-0.0063,-0.0239,0.0044,0.0116,-0.0131,-0.0133,-0.0109,-0.0311,0.0034,0.0156,-0.0046,-0.0006,-0.0388,5.35758777635564e-05,0.011695454545454544,2.43,0.09892272727272727
2022-06-30,-0.0206,-0.006,0.023,-0.0108,-0.0358,-0.0241,-0.041,-0.0192,-0.0186,-0.0315,-0.0277,0.0114,-0.0179,-0.08391832875495851,0.009477272727272723,0.75,0.10876363636363634
2022-07-31,0.0053,0.0038,-0.0082,-0.0169,0.0108,-0.0064,0.0162,0.0076,0.0073,0.0135,0.0124,-0.0245,0.0021,0.0911138343724151,0.007882608695652167,-3.95,0.09485652173913045
2022-08-31,0.0051,0.0128,-0.0086,0.0147,0.0071,0.0168,0.0047,0.0122,-0.0002,0.0208,-0.0132,0.0307,0.0082,-0.042439381289906805,0.008327272727272725,2.04,0.11276363636363637
2022-09-30,-0.0068,-0.0045,-0.0234,-0.0101,-0.0251,-0.0051,-0.031,-0.0182,-0.0077,0.0199,-0.0274,0.0346,-0.0041,-0.0933944350891371,0.0066142857142857045,3.51,0.11659999999999998
2022-10-31,0.0055,-0.0029,-0.0172,0.0042,0.0086,-0.0069,0.0113,0.0189,0.0042,-0.0095,0.0167,0.0028,0.0142,0.0798614438096445,0.0036954545454545504,3.96,0.11394999999999997
2022-11-30,0.0026,-0.0025,0.0419,0.0165,0.0093,-0.0049,0.0107,0.0165,0.0034,-0.0485,0.0368,-0.0465,0.0114,0.0537527260261996,0.0025181818181818152,-1.98,0.10716818181818182
2022-12-31,0.001,0.0102,0.0151,0.0186,-0.0006,-0.0001,-0.0022,0.0109,0.0138,-0.0108,0.0019,0.01,-0.0046,-0.058971490676859195,0.0016238095238095274,4.55,0.10067142857142855
2023-01-31,0.0185,0.0025,0.0376,0.0081,0.022,0.0142,0.025,0.0139,0.0138,0.0273,0.0329,-0.0262,0.0055,0.061754771067837604,0.0012199999999999989,-16.01,0.09578500000000001
2023-02-28,-0.0094,0.0014,-0.02,-0.0044,-0.0036,0.0012,-0.0049,-0.0028,0.0061,-0.0482,-0.0087,0.0182,0.0028,-0.026112514640123798,0.0005304347826086964,0.15,0.10401739130434783
2023-03-31,-0.0072,0.0001,0.02,0.01,-0.0051,-0.0085,-0.0047,-0.0011,-0.0026,-0.0523,0.016,-0.0611,0.0035,0.0350512906240898,0.0007699999999999999,-2.47,0.10479000000000001
2023-04-30,0.0031,-0.0036,-0.0063,0.008,0.0068,0.0058,0.0082,-0.0008,0.0025,0.0003,0.0041,0.021,-0.0017,0.014642098118692099,0.0011130434782608625,1.62,0.1017782608695652
2023-05-31,-0.0018,0.0063,0.0,-0.0136,0.0006,0.0065,0.0005,-0.0096,0.0031,-0.0227,0.0001,0.0173,0.0003,0.00248089871075873,-0.0011590909090909152,-0.63,0.09478636363636364
2023-06-30,0.0157,0.0063,0.0036,0.0223,0.0209,0.0215,0.0203,0.024,0.0078,0.0351,0.0157,0.0125,0.0068,0.0647289827345887,-0.0013761904761904753,-2.37,0.08893333333333332
2023-07-31,0.013,0.0071,-0.0113,0.0024,0.0129,0.0056,0.0142,0.0175,0.0122,-0.0026,0.0129,-0.007,0.0425,0.031138865858733,0.00011304347826086858,-3.98,0.08658260869565217
2023-08-31,0.0017,0.0039,-0.011,-0.0039,0.0007,-0.0051,0.0022,0.0007,0.0044,-0.0101,-0.0004,-0.0026,0.018,-0.017716285687521,0.0003499999999999892,3.77,0.08553636363636363
2023-09-30,0.0033,-0.0078,-0.0057,0.0067,0.001,0.0031,-0.0001,0.0052,-0.001,0.0144,-0.0088,0.0377,0.0063,-0.048718754745776,0.0032272727272727314,0.26,0.09333181818181818
2023-10-31,-0.0013,0.0019,0.0062,0.0059,-0.0151,-0.006,-0.0171,-0.0174,0.0051,0.0038,-0.004,0.0006,0.0005,-0.0219804052600026,0.0015409090909090928,1.73,0.09465909090909089
2023-11-30,0.0146,0.0061,0.0197,0.0192,0.0237,0.0137,0.0273,0.0159,0.0137,-0.0078,0.0372,-0.0295,0.002,0.0891786927942057,0.00037142857142857116,2.75,0.08723809523809523
2023-12-31,0.007,0.0156,0.0066,0.0051,0.0253,0.0158,0.0277,0.0255,0.0094,0.0137,0.0084,-0.0049,-0.008,0.0442293507960971,0.001818181818181816,-5.53,0.08789090909090908
